LOC_ID,LATITUDE,LONGITUDE,SUBNATIONAL1_CODE,ENTRY_TECHNIQUE,SUB_ID,OBS_ID,Month,Day,Year,PROJ_PERIOD_ID,SPECIES_CODE,alt_full_spp_code,HOW_MANY,PLUS_CODE,VALID,REVIEWED,DAY1_AM,DAY1_PM,DAY2_AM,DAY2_PM,EFFORT_HRS_ATLEAST,SNOW_DEP_ATLEAST,Data_Entry_Method
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S103943945,OBS1355046762,2,26,2022,PFW_2022,spotow,NA,3,NA,1,0,1,1,1,1,4.001,NA,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S103943945,OBS1355046761,2,26,2022,PFW_2022,varthr,NA,4,NA,1,0,1,1,1,1,4.001,NA,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S103943945,OBS1355046741,2,26,2022,PFW_2022,daejun,NA,15,NA,1,0,1,1,1,1,4.001,NA,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360142688,3,5,2022,PFW_2022,stejay,NA,13,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360142691,3,5,2022,PFW_2022,annhum,NA,3,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152540,3,5,2022,PFW_2022,houfin,NA,2,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152539,3,5,2022,PFW_2022,coohaw,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152534,3,5,2022,PFW_2022,varthr,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360151347,3,5,2022,PFW_2022,bkcchi,NA,2,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152535,3,5,2022,PFW_2022,chbchi,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152536,3,5,2022,PFW_2022,spotow,NA,2,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360151348,3,5,2022,PFW_2022,amerob,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152537,3,5,2022,PFW_2022,sonspa,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152541,3,5,2022,PFW_2022,ruckin,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152520,3,5,2022,PFW_2022,daejun,NA,15,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152532,3,5,2022,PFW_2022,moudov,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152543,3,5,2022,PFW_2022,brncre,NA,1,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S104375649,OBS1360152533,3,5,2022,PFW_2022,norfli,NA,4,NA,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371010306,3,19,2022,PFW_2022,daejun,NA,20,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371010319,3,19,2022,PFW_2022,pinsis,NA,5,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002363,3,19,2022,PFW_2022,moudov,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002364,3,19,2022,PFW_2022,norfli,NA,3,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002367,3,19,2022,PFW_2022,annhum,NA,3,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002368,3,19,2022,PFW_2022,bkcchi,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1370997444,3,19,2022,PFW_2022,gocspa,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371010320,3,19,2022,PFW_2022,stejay,NA,9,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1370997443,3,19,2022,PFW_2022,houfin,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002369,3,19,2022,PFW_2022,varthr,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371010321,3,19,2022,PFW_2022,purfin,NA,4,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002372,3,19,2022,PFW_2022,sonspa,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371010327,3,19,2022,PFW_2022,amerob,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002370,3,19,2022,PFW_2022,chbchi,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S105271369,OBS1371002371,3,19,2022,PFW_2022,spotow,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382878996,4,2,2022,PFW_2022,daejun,NA,7,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382879023,4,2,2022,PFW_2022,purfin,NA,4,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382876722,4,2,2022,PFW_2022,norfli,NA,3,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382876718,4,2,2022,PFW_2022,stejay,NA,4,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382884979,4,2,2022,PFW_2022,annhum,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382886939,4,2,2022,PFW_2022,amecro,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382886927,4,2,2022,PFW_2022,spotow,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382886949,4,2,2022,PFW_2022,rebsap,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106266684,OBS1382876719,4,2,2022,PFW_2022,moudov,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827428,4,9,2022,PFW_2022,amerob,NA,12,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827580,4,9,2022,PFW_2022,bkcchi,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827582,4,9,2022,PFW_2022,purfin,NA,6,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827581,4,9,2022,PFW_2022,spotow,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827577,4,9,2022,PFW_2022,moudov,NA,3,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827576,4,9,2022,PFW_2022,stejay,NA,5,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827579,4,9,2022,PFW_2022,annhum,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827578,4,9,2022,PFW_2022,norfli,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827427,4,9,2022,PFW_2022,pinsis,NA,8,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S106846952,OBS1389827426,4,9,2022,PFW_2022,daejun,NA,7,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376808,4,23,2022,PFW_2022,varthr,NA,1,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376809,4,23,2022,PFW_2022,whcspa,NA,4,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376804,4,23,2022,PFW_2022,stejay,NA,3,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403359790,4,23,2022,PFW_2022,amerob,NA,2,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376805,4,23,2022,PFW_2022,moudov,NA,6,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376806,4,23,2022,PFW_2022,norfli,NA,2,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403359791,4,23,2022,PFW_2022,amecro,NA,1,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376807,4,23,2022,PFW_2022,annhum,NA,1,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376794,4,23,2022,PFW_2022,daejun,NA,5,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403371596,4,23,2022,PFW_2022,bkcchi,NA,1,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403376803,4,23,2022,PFW_2022,pinsis,NA,2,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403371597,4,23,2022,PFW_2022,chbchi,NA,2,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403359789,4,23,2022,PFW_2022,purfin,NA,6,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S107986313,OBS1403371598,4,23,2022,PFW_2022,spotow,NA,2,NA,1,0,1,1,0,0,8.001,0,PFW Mobile App v1.1.17
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287660,4,29,2022,PFW_2022,norfli,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287661,4,29,2022,PFW_2022,batpig1,NA,7,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287664,4,29,2022,PFW_2022,bkcchi,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287665,4,29,2022,PFW_2022,eursta,NA,1,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287662,4,29,2022,PFW_2022,annhum,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287657,4,29,2022,PFW_2022,daejun,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287668,4,29,2022,PFW_2022,pinsis,NA,5,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287658,4,29,2022,PFW_2022,moudov,NA,6,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287669,4,29,2022,PFW_2022,stejay,NA,3,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287655,4,29,2022,PFW_2022,spotow,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287666,4,29,2022,PFW_2022,amecro,NA,1,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287667,4,29,2022,PFW_2022,whcspa,NA,4,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287656,4,29,2022,PFW_2022,amerob,NA,2,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287659,4,29,2022,PFW_2022,amegfi,NA,8,NA,1,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287663,4,29,2022,PFW_2022,purfin,NA,10,NA,0,0,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S108645668,OBS1411287654,4,29,2022,PFW_2022,bkhgro,NA,1,NA,1,1,1,1,1,1,4.001,0,PFW Web 4.1.5
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555205913,11,3,2022,PFW_2023,houfin,NA,5,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555187791,11,3,2022,PFW_2023,bkcchi,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555201720,11,3,2022,PFW_2023,daejun,NA,13,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555201725,11,3,2022,PFW_2023,spotow,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555211311,11,3,2022,PFW_2023,rethaw,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555201724,11,3,2022,PFW_2023,moudov,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555211298,11,3,2022,PFW_2023,annhum,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555211297,11,3,2022,PFW_2023,norfli,NA,6,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S121887979,OBS1555211296,11,3,2022,PFW_2023,stejay,NA,12,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561039474,11,11,2022,PFW_2023,annhum,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561056350,11,11,2022,PFW_2023,eursta,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561056356,11,11,2022,PFW_2023,rethaw,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561056348,11,11,2022,PFW_2023,moudov,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051586,11,11,2022,PFW_2023,stejay,NA,12,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051587,11,11,2022,PFW_2023,norfli,NA,4,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051580,11,11,2022,PFW_2023,daejun,NA,20,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051607,11,11,2022,PFW_2023,sonspa,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051603,11,11,2022,PFW_2023,bkcchi,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122357033,OBS1561051604,11,11,2022,PFW_2023,spotow,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566630577,11,18,2022,PFW_2023,stejay,NA,15,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566630550,11,18,2022,PFW_2023,daejun,NA,12,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566604202,11,18,2022,PFW_2023,norfli,NA,3,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566604205,11,18,2022,PFW_2023,spotow,NA,2,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566604204,11,18,2022,PFW_2023,annhum,NA,2,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566632302,11,18,2022,PFW_2023,bkcchi,NA,2,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566632301,11,18,2022,PFW_2023,sonspa,NA,1,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S122784776,OBS1566632299,11,18,2022,PFW_2023,houfin,NA,1,NA,1,0,1,0,1,1,4.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981349,11,26,2022,PFW_2023,bkcchi,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981348,11,26,2022,PFW_2023,annhum,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1571001649,11,26,2022,PFW_2023,daejun,NA,25,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981353,11,26,2022,PFW_2023,rethaw,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981352,11,26,2022,PFW_2023,chbchi,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981351,11,26,2022,PFW_2023,moudov,NA,1,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1570981350,11,26,2022,PFW_2023,spotow,NA,2,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1571001651,11,26,2022,PFW_2023,norfli,NA,3,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123144516,OBS1571001650,11,26,2022,PFW_2023,stejay,NA,8,NA,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123530570,OBS1576032788,12,3,2022,PFW_2023,bkcchi,NA,2,NA,1,0,1,1,1,1,8.001,5,PFW Mobile App v1.30.06
L10232491,47.645707,-121.8995976,US-WA,/GOOGLE_MAP/ZOOM:18,S123530570,OBS1576032787,12,3,2022,PFW_2023,annhum,NA,2,NA,1,0,1,1,1,1,8.001,5,PFW Mobile App v1.30.06
